Name^State/ Territory^Category^Policy/Incentive Type^Created^Last Updated^Link
Zero-Emission Facilities Production Tax Credit^OK^Financial Incentive^Corporate Tax Credit^01/11/2002^05/12/2015^http://programs.dsireusa.org/system/program/detail/624
York Electric Cooperative - Dual Fuel Heat Pump Rebate Program^SC^Financial Incentive^Rebate Program^08/12/2009^06/30/2015^http://programs.dsireusa.org/system/program/detail/3607
Yellowstone Valley Electric Cooperative - Residential/Commercial Efficiency Rebate Program^MT^Financial Incentive^Rebate Program^04/04/2007^07/22/2015^http://programs.dsireusa.org/system/program/detail/2474
Yellowstone Valley Electric Cooperative - Energy Analysis^MT^Technical Resource^Energy Analysis^06/24/2015^06/24/2015^http://programs.dsireusa.org/system/program/detail/17522
Yampa Valley Electric Association - Renewable Energy Interconnection^CO^Technical Resource^Other^03/23/2016^03/23/2016^http://programs.dsireusa.org/system/program/detail/19343
Xcel Energy - Solar*Rewards Program^MN^Financial Incentive^Performance-Based Incentive^06/13/2013^01/12/2018^http://programs.dsireusa.org/system/program/detail/5417
Xcel Energy - Solar*Rewards Program^CO^Financial Incentive^Performance-Based Incentive^12/06/2005^06/27/2016^http://programs.dsireusa.org/system/program/detail/1255
Xcel Energy - Solar*Rewards Community Program^CO^Financial Incentive^Performance-Based Incentive^08/15/2012^03/15/2016^http://programs.dsireusa.org/system/program/detail/5295
Xcel Energy - Small Business Energy Efficiency Rebates^WI^Financial Incentive^Rebate Program^05/15/2015^03/15/2017^http://programs.dsireusa.org/system/program/detail/5763
Xcel Energy - Residential Energy Efficiency Rebate Programs^ND^Financial Incentive^Rebate Program^06/12/2006^08/10/2017^http://programs.dsireusa.org/system/program/detail/4816
Xcel Energy - Residential Energy Efficiency Rebate Program^NM^Financial Incentive^Rebate Program^04/08/2010^03/30/2016^http://programs.dsireusa.org/system/program/detail/4079
Xcel Energy - Residential Energy Efficiency Financing^CO^Financial Incentive^Loan Program^12/03/2014^06/14/2017^http://programs.dsireusa.org/system/program/detail/5627
Xcel Energy - Residential and Hard-to-Reach Standard Offer Program^TX^Financial Incentive^Rebate Program^06/12/2006^04/27/2015^http://programs.dsireusa.org/system/program/detail/1593
Xcel Energy - Renewable Development Fund Grants^MN^Financial Incentive^Grant Program^01/12/2004^03/05/2015^http://programs.dsireusa.org/system/program/detail/1048
Xcel Energy - Refrigeration Recommissioning^SD^Technical Resource^Energy Analysis^03/09/2017^05/24/2017^http://programs.dsireusa.org/system/program/detail/21775
Xcel Energy - Refrigeration Recommissioning^ND^Technical Resource^Energy Analysis^03/08/2017^04/12/2017^http://programs.dsireusa.org/system/program/detail/21736
Xcel Energy - Recommissioning^CO^Technical Resource^Energy Analysis^03/24/2016^04/13/2017^http://programs.dsireusa.org/system/program/detail/16363
